"Aasta","Maakond","Näitaja","value"
"2001","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2002","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2003","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2004","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2005","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2006","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2007","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2008","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2009","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2010","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2012","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2000","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2001","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2003","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2004","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2005","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2007","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2008","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2010","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","..Kohtla-Järve linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2000","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2001","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2002","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2003","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2007","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2008","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2010","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","..Narva linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"1999","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2000","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2001","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2003","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2004","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2006","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2007","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2008","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2009","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2011","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2014","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","Jõgeva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1999","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2002","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2003","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2006","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2007","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2008","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2009","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2010","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2011","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2014","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Järva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1999","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2000","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2001","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2002","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2003","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2007","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2008","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2009","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2012","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2014","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Lääne maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"1999","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2002","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2003","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2004","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2005","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2006","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2007","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2008","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2009","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2010","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2013","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2014","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","Lääne-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1999","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2002","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2003","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2004","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2006","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2007","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2008","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2014","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Põlva maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"1999","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2000","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2001","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2002","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2003","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2004","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2006","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2007","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2008","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2009","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2010","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2012","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2014","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2015","Pärnu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1998","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1999","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2000","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2001","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2003","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2005","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2007","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2008","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2010","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2012","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","..Pärnu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"1999","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2000","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2001","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2002","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2003","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2004","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2006","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2007","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2008","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2009","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2012","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2014","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2015","Rapla maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1999","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2001","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2003","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2006","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2007","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2008","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2009","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2012","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Saare maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"1999","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2000","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2001","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2003","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2004","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2005","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2006","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2007","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2008","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2009","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2010","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2013","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2014","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","Tartu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2000","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2001","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2003","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2004","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2007","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2008","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2009","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2012","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","..Tartu linn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2000","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2001","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2002","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2003","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2006","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2007","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2008","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2010","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2015","Valga maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"1999","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2002","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2003","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2004","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2005","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2006","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2007","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2008","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2009","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
