idnum,asutus.2014,struktuuriuksus.2014,allstruktuuriuksus.2014,ametikoht.2014,koormus.2014,põhipalk.2014,asutus.2015,struktuuriuksus.2015,allstruktuuriuksus.2015,ametikoht.2015,koormus.2015,põhipalk.2015
158,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,397,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,575
159,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,433,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,625
160,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,426,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,650
161,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,415,NA,NA,NA,NA,NA,NA
162,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,370,NA,NA,NA,NA,NA,NA
163,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,433,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,625
164,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,400,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,550
165,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,355,NA,NA,NA,NA,NA,NA
166,Harju Maakohus,Haldusosakond,NA,kohtukordnik,1.0,355,NA,NA,NA,NA,NA,NA
167,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,355,NA,NA,NA,NA,NA,NA
168,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,355,NA,NA,NA,NA,NA,NA
169,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,370,NA,NA,NA,NA,NA,NA
170,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,355,NA,NA,NA,NA,NA,NA
171,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,370,NA,NA,NA,NA,NA,NA
172,Harju Maakohus,Haldusosakond,NA,Kohtukordnik,1.0,397,Harju Maakohus,Turvatalitus,NA,kohtukordnik,1.0,625
173,Harju Maakohus,Kohtunikud,NA,kohtunik/kohtumaja juht,1.0,3718,Harju Maakohus,Kohtunikud,NA,kohtunik/kohtumaja juht,1.0,3961
174,Harju Maakohus,Kohtunikud,NA,kohtunik/kohtumaja juht,1.0,3718,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
175,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
176,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
177,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
178,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Tallinna Ringkonnakohus,Tsiviilkolleegium,NA,kohtunik,1.0,3974
179,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
180,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,NA,NA,NA,NA,NA,NA
181,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
182,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
183,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,NA,NA,NA,NA,NA,NA
184,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
185,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
186,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
187,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
188,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
189,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Viru Vangla,Viies uksus,NA,valvur,1.0,1345
190,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
191,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
192,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
193,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
194,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
195,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Tallinna Ringkonnakohus,Tsiviilkolleegium,NA,kohtunik,1.0,3974
196,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
197,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
198,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
199,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
200,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
201,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
202,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Tallinna Ringkonnakohus,Tsiviilkolleegium,NA,kohtunik,1.0,3974
203,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
204,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
205,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Tallinna Ringkonnakohus,Tsiviilkolleegium,NA,kohtunik,1.0,3974
206,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik/kohtumaja juht,1.0,3789
207,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
208,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
209,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
210,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
211,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
212,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
213,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
214,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
215,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
216,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
217,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
218,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
219,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
220,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
221,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,NA,NA,NA,NA,NA,NA
222,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
223,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
224,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
225,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
226,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
227,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
228,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
229,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
230,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3380,NA,NA,NA,NA,NA,NA
231,Harju Maakohus,Kohtunikud,NA,Kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
232,Harju Maakohus,Kohtunikud,NA,Kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
233,Harju Maakohus,Kohtunikud,NA,Kohtunik,1.0,3380,NA,NA,NA,NA,NA,NA
234,Harju Maakohus,Kohtunikud,NA,Kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
235,Harju Maakohus,Kohtunikud,NA,Kohtunik,1.0,3380,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
236,Harju Maakohus,oigusteenistus,NA,kohtu esimehe abi,1.0,963,Harju Maakohus,Kohtu esimehe juhtimisvaldkond,NA,kohtu esimehe abi,1.0,1003
237,Harju Maakohus,oigusteenistus,NA,õigusteenistuse juht/kohtujurist,1.0,1940,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1972
238,Harju Maakohus,oigusteenistus,NA,kohtunikukandidaat,1.0,1230,Harju Maakohus,Kohtunikud,NA,kohtunik,1.0,3444
239,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
240,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
241,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,NA,NA,NA,NA,NA,NA
242,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
243,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
244,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
245,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
246,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
247,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
248,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
249,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
250,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
251,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
252,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
253,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Tallinna Ringkonnakohus,Kriminaalkolleegium,NA,kohtujurist,1.0,1340
254,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Tallinna Ringkonnakohus,Kriminaalkolleegium,NA,kohtujurist,1.0,1340
255,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1300,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
256,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
257,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
258,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
259,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1822
260,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Tallinna Halduskohus,oigusteenistus,NA,kohtujurist,1.0,1340
261,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
262,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
263,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
264,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
265,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
266,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
267,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,NA,NA,NA,NA,NA,NA
268,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
269,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
270,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
271,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
272,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
273,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
274,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1300,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
275,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,NA,NA,NA,NA,NA,NA
276,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
277,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
278,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
279,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
280,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
281,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
282,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
283,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
284,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
285,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
286,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
287,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
288,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
289,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1802
290,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
291,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
292,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
293,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1822
294,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,NA,NA,NA,NA,NA,NA
295,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
296,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
297,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
298,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
299,Harju Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1690,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1722
300,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
301,Harju Maakohus,oigusteenistus,NA,Vanemanaluutik,1.0,2450,Harju Maakohus,Kohtu esimehe juhtimisvaldkond,NA,vanemanaluutik,1.0,2450
302,Harju Maakohus,oigusteenistus,NA,Analuutik,1.0,1299,Harju Maakohus,Kohtu esimehe juhtimisvaldkond,NA,analuutik,1.0,1299
303,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
304,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
305,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,850,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,940
306,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
307,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
308,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,910
309,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
310,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,700,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,740
311,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
312,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,830
313,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
314,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
315,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
316,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
317,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
318,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
319,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,650,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
320,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
321,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
322,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
323,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
324,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
325,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
326,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
327,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
328,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
329,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
330,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
331,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Tartu Maakohus,oigusteenistus,NA,Kohtujurist,1.0,1334
332,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
333,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
334,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtujurist,1.0,1300
335,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,650,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
336,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
337,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
338,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,850,NA,NA,NA,NA,NA,NA
339,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Tartu Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,725
340,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
341,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
342,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
343,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
344,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
345,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,700,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,740
346,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,890
347,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
348,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
349,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
350,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
351,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,960,NA,NA,NA,NA,NA,NA
352,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,NA,NA,NA,NA,NA,NA
353,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
354,Harju Maakohus,oigusteenistus,NA,Kohtuistungi sekretar,1.0,750,Harju Maakohus,oigusteenistus,NA,kohtuistungi sekretar,1.0,790
