"sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"Naine",42,"25-49","Jah",NA,"Kõrg","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",476.667,"Suurel määral",266.443,219.728,NA
"Naine",47,"25-49","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",635,"Mõningal määral",257.224,243.449,243.505
"Mees",33,"25-49","Jah","Kõrg",NA,"Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",800,"Väga suurel määral",345.114,345.53,331.144
"Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Halb","Kesk","Keskmine",370,"Mõningal määral",219.826,178.611,NA
"Naine",23,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",552.33,"Väga suurel määral",232.31,217.628,235.358
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Mõningal määral",300.104,277.848,304.398
"Naine",49,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",486.539,"Suurel määral",287.994,302.742,283.849
"Naine",33,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",354.957,"Mõningal määral",259.218,247.11,NA
"Naine",27,"25-49","Ei","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",284.724,280.473,295.598
"Mees",48,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",1000,"Mõningal määral",232.058,243.968,212.614
"Naine",22,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",644.475,"Suurel määral",317.579,308.991,284.347
"Mees",36,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Suurel määral",233.984,275.738,248.594
"Mees",20,"16-24","Ei","Kõrg","Kõrg","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",367.359,366.533,367.475
"Mees",28,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",969.447,"Suurel määral",245.928,238.05,213.798
"Mees",57,"50+","Ei","Kesk","Kesk",NA,"Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",294.731,302.955,297.809
"Naine",49,"25-49","Jah","Kesk","Põhi",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",633.911,"Mõningal määral",274.522,272.002,269.829
"Naine",34,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1091.82,"Väga suurel määral",315.862,266.331,274.975
"Naine",17,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",289.349,266.087,307.442
"Mees",44,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",354.957,"Mõningal määral",116.532,149.35,NA
"Naine",46,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",650,"Suurel määral",311.261,320.108,302.096
"Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",1083.33,"Mõningal määral",357.366,335.107,340.994
"Mees",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",947.078,"Väga suurel määral",322.971,331.932,293.497
"Naine",43,"25-49","Ei","Põhi","Kesk",NA,"Töötu","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",176.976,187.911,196.143
"Mees",29,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",420.748,"Suurel määral",286.815,327.951,320.17
"Mees",21,"16-24","Ei","Kõrg","Kesk",NA,"Hõivatud","Suurepärane","Kesk","Keskmine",147,"Suurel määral",337.427,345.502,388.02
"Naine",37,"25-49","Jah","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",520,"Suurel määral",314.74,310.279,315.979
"Naine",27,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",380,"Väga suurel määral",309.726,262.638,NA
"Naine",46,"25-49","Jah","Põhi","Põhi","Ei","Töötu","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",316.547,277.303,250.303
"Naine",46,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",289.166,"Mõningal määral",205.314,251.452,192.107
"Mees",51,"50+","Jah","Kõrg","Kõrg",NA,"Mitteaktiivne","Halb","Rakenduskõrg","Kõrge",NA,"Mõningal määral",253.65,283.671,239.747
"Naine",22,"16-24","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",552.33,"Väga suurel määral",277.112,235.14,317.605
"Mees",62,"50+","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",301.165,312.3,248.593
"Mees",17,"16-24","Ei","Kesk","Kesk","Ei","Töötu","Suurepärane","Põhi","Madal",NA,"Mõningal määral",234.835,241.043,236.961
"Naine",65,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,NA,260.358,249.341,NA
"Mees",61,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",269.862,259.355,NA
"Naine",19,"16-24","Ei","Kesk","Kesk","Ei","Töötu","Hea","Kesk","Keskmine",NA,"Väga suurel määral",279.527,224.129,302.716
"Naine",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",281.471,319.103,275.887
"Mees",35,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",2591.86,"Mõningal määral",304.699,286.766,338.901
"Naine",37,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Põhi","Madal",644.475,"Mõningal määral",234.323,231.397,241.554
"Naine",58,"50+","Jah","Põhi","Kõrg","Ei","Hõivatud","Halb","Kesk","Keskmine",201.005,"Mõningal määral",270.232,308.969,263.623
"Naine",62,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",390.484,"Mõningal määral",314.426,339.265,304.447
"Mees",45,"25-49","Ei","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",277.323,"Üldse mitte",282.748,320.784,NA
"Naine",50,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",644.475,"Mõningal määral",271.188,246.368,NA
"Naine",45,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",277.333,"Mõningal määral",287.363,287.625,288.235
"Naine",56,"50+","Jah","Põhi","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",220.428,180.898,NA
"Mees",26,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",320.48,312.692,323.231
"Mees",52,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",672,"Mõningal määral",327.577,325.681,282.973
"Naine",32,"25-49","Ei","Kesk",NA,"Ei","Hõivatud","Hea","Põhi","Madal",519.435,"Mõningal määral",253.516,233.984,250.668
"Mees",53,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",3293.33,"Väga suurel määral",252.241,250.152,255.539
"Mees",25,"25-49","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",233.99,241.483,253.829
"Naine",23,"16-24","Ei","Kõrg","Põhi","Ei","Mitteaktiivne","Väga hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",266.154,284.434,271.161
"Naine",60,"50+","Jah","Põhi",NA,NA,"Hõivatud","Rahuldav","Kesk","Keskmine",381.273,"Väga vähe",270.825,214.258,NA
"Naine",57,"50+","Jah","Kõrg","Kesk",NA,"Töötu","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",277.918,272.392,NA
"Naine",60,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",281.626,284.313,258.285
"Naine",49,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",420.748,"Mõningal määral",322.083,286.277,NA
"Mees",48,"25-49","Jah","Põhi","Põhi","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",243.63,254.815,NA
"Naine",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga suurel määral",317.267,273.456,312.202
"Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",872.551,"Mõningal määral",304.406,327.874,325.142
"Naine",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",346.667,"Mõningal määral",299.323,275.028,NA
"Naine",60,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Halb","Kesk","Keskmine",280,"Mõningal määral",221.363,205.252,NA
"Naine",50,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",950,"Mõningal määral",344.469,338.705,295.536
"Mees",57,"50+","Jah","Põhi","Kesk",NA,"Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",269.772,289.883,263.947
"Mees",19,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Suurepärane","Kesk-järgne kutse","Keskmine",1276.03,"Mõningal määral",298.282,305.454,318.351
"Naine",51,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",700,"Väga vähe",240.38,233.072,NA
"Naine",61,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga suurel määral",278.234,265.5,205.368
"Naine",37,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1350,"Suurel määral",332.247,294.312,293.18
"Naine",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",271.456,275.061,257.275
"Mees",32,"25-49","Jah","Kõrg","Kesk",NA,"Hõivatud","Hea","Kesk","Keskmine",NA,"Väga suurel määral",306.07,330.017,276.129
"Mees",43,"25-49","Jah","Kõrg",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",2241.01,"Mõningal määral",249.368,286.345,246.231
"Mees",55,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",2328.69,"Mõningal määral",277.3,286.157,NA
"Naine",28,"25-49","Ei","Kesk","Kõrg",NA,"Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",1604.99,"Mõningal määral",334.336,330.207,310.615
"Naine",61,"50+","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",749.704,"Väga suurel määral",240.731,242.983,208.365
"Mees",60,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",749.704,"Mõningal määral",290.346,281.884,NA
"Naine",20,"16-24","Jah","Kõrg",NA,"Jah","Hõivatud","Rahuldav","Põhi","Madal",387.829,"Mõningal määral",277.52,255.699,276.992
"Mees",61,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Hea","Kesk","Keskmine",881.286,"Mõningal määral",235.581,268.698,NA
"Mees",25,"25-49","Jah","Kõrg","Kõrg","Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",226.926,265.313,241.94
"Naine",35,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",683.913,"Suurel määral",275.58,310.294,273.204
"Mees",28,"25-49","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",235.103,270.994,271.455
"Naine",63,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",749.704,"Mõningal määral",265.748,276.894,NA
"Mees",49,"25-49","Jah","Kesk","Põhi",NA,"Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",224.515,236.031,NA
"Naine",18,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",205.571,171.687,210.681
"Mees",26,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",523.531,"Väga suurel määral",254.408,260.74,244.728
"Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",210.63,177.926,NA
"Naine",38,"25-49","Jah","Põhi","Põhi","Jah","Töötu","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",324.107,283.239,303.777
"Mees",64,"50+","Ei","Kõrg","Kõrg",NA,"Mitteaktiivne","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Üldse mitte",152.727,185.186,NA
"Naine",54,"50+","Jah","Kesk","Kesk",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",670,"Väga suurel määral",385.323,328.912,NA
"Naine",16,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",270.245,257.311,258.128
"Naine",51,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga vähe",266.942,285.341,NA
"Mees",53,"50+","Jah","Põhi",NA,"Jah","Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",281.563,291.346,317.436
"Naine",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",235.806,277.606,245.903
"Naine",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",683.913,"Suurel määral",244.66,254.925,217.474
"Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",618.121,"Mõningal määral",262.616,221.467,NA
"Mees",34,"25-49","Jah","Kõrg","Kesk",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",518,"Suurel määral",210.611,249.186,256.471
"Naine",62,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",1078.66,"Mõningal määral",263.205,293.395,246.385
"Mees",26,"25-49","Jah",NA,"Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",1802.36,"Suurel määral",186.832,200.81,235.696
"Naine",25,"25-49","Ei","Kesk",NA,"Ei","Hõivatud","Hea","Kesk","Keskmine",947.078,"Suurel määral",240.111,232.719,260.319
"Mees",54,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",2591.86,"Suurel määral",230.579,239.353,NA
"Naine",23,"16-24","Jah","Kesk","Kõrg","Jah","Hõivatud","Suurepärane","Põhi","Madal",NA,"Suurel määral",170.938,175.087,190.056
"Naine",39,"25-49","Jah","Kesk",NA,"Jah","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Väga suurel määral",225.106,190.294,NA
"Naine",32,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",312.381,266.042,296.212
"Naine",42,"25-49","Jah",NA,NA,"Jah","Hõivatud","Rahuldav","Põhi","Madal",520,"Väga vähe",258.398,225.296,247.279
"Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",301.037,312.239,NA
"Naine",44,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",236.093,205.47,214.856
"Naine",17,"16-24","Ei","Kesk","Põhi","Ei","Töötu","Väga hea","Põhi","Madal",NA,"Suurel määral",249.083,240.477,234.667
"Mees",51,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",815,"Suurel määral",261.003,257.935,228.56
"Naine",32,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Mõningal määral",201.136,214.6,NA
"Mees",31,"25-49","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",246.909,263.067,246.844
"Naine",52,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",236.244,214.189,NA
"Naine",49,"25-49","Ei","Põhi","Põhi",NA,"Hõivatud","Hea","Rakenduskõrg","Kõrge",270,"Suurel määral",306.869,307.63,NA
"Mees",60,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",213.307,196.695,NA
"Mees",30,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",2065.53,"Suurel määral",337.43,364.479,333.042
"Naine",27,"25-49","Jah","Kõrg","Kõrg","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",310.336,293.282,304.231
"Naine",24,"16-24","Ei","Kesk","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",600,"Mõningal määral",328.892,293.103,NA
"Mees",64,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",260.251,310.588,254.039
"Mees",28,"25-49","Ei","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",327.827,325.837,348.842
"Mees",56,"50+","Jah","Kesk","Põhi","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",205.869,208.176,NA
"Mees",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",470,"Suurel määral",272.952,263.606,255.576
"Naine",50,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",272.855,270.255,NA
"Naine",61,"50+","Ei","Põhi","Põhi",NA,"Hõivatud","Hea","Kesk","Keskmine",485.223,"Suurel määral",274.388,253.821,NA
"Mees",16,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",298.85,255.595,270.6
"Naine",19,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Mõningal määral",291.594,230.256,282.915
"Naine",51,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",552.33,"Suurel määral",310.264,313.086,294.274
"Naine",31,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1300,"Mõningal määral",357.712,364.388,356.05
"Naine",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1500,"Suurel määral",291.101,290.588,280.584
"Mees",30,"25-49","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga suurel määral",294.349,282.469,283.695
"Naine",27,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",552.33,"Suurel määral",273.312,298.842,304.862
"Naine",60,"50+","Jah","Põhi","Kesk",NA,"Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",697.071,"Mõningal määral",237.356,265.692,241.57
"Mees",45,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1407.62,"Väga suurel määral",345.204,371.572,331.193
"Naine",40,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Põhi","Madal",212.848,"Üldse mitte",234.363,246.609,241.318
"Naine",34,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",800,"Suurel määral",228.9,221.247,194.305
"Mees",62,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Halb","Põhi","Madal",289.166,"Mõningal määral",244.574,234.542,NA
"Naine",59,"50+","Jah",NA,"Põhi",NA,"Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",284.305,302.054,NA
"Naine",37,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1000,"Väga suurel määral",373.529,354.135,378.838
"Naine",47,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",351.752,327.938,NA
"Naine",57,"50+","Ei","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",289.166,"Suurel määral",268.242,231.031,246.685
"Mees",40,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",272.575,305.843,347.081
"Mees",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",327.139,302.388,311.217
"Mees",53,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",320.71,307.489,NA
"Naine",29,"25-49","Jah",NA,"Kõrg","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",243.234,178.306,NA
"Mees",58,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",198.44,228.809,NA
"Naine",42,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",315.482,"Suurel määral",239.934,216.361,NA
"Naine",36,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",254.839,262.731,236.208
"Naine",22,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",333.573,352.069,304.832
"Naine",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",400,"Suurel määral",285.063,328.387,271.593
"Naine",40,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",815.495,"Suurel määral",211.618,190.998,NA
"Mees",23,"16-24","Ei","Kesk","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",1276.03,"Suurel määral",295.96,316.597,302.945
"Naine",52,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",618.121,"Mõningal määral",241.756,258.738,214.227
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",241.456,252.829,215.037
"Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",308.52,258.052,331.852
"Naine",61,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",151.004,"Üldse mitte",215.224,239.78,NA
"Mees",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Mõningal määral",288.856,308.597,NA
"Mees",48,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",273.183,297.275,262.793
"Mees",62,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",316.142,281.683,NA
"Naine",25,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",291.01,289.856,323.261
"Naine",36,"25-49","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",297.211,270.527,320.206
"Mees",62,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Mõningal määral",243.261,231.985,173.607
"Naine",19,"16-24","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Suurel määral",278.855,243.122,248.893
"Naine",21,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga suurel määral",309.316,305.392,323.276
"Mees",41,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",313.169,346.145,319.506
"Mees",47,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",266.292,284.662,258.246
